CountryID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
670,Saint Vincent and the Grenadines,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,134405,106176,99559,90026,42127,31303,56251,52796,...,...,,,,,,,,,,,,,,,,,,,,,,,,
703,Slovakia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,31131,...,40196,...,42719,...,72570,...,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45643,...,48005,...,69613,...,51151,...,,,,,,,,,,,,,,,,,,,,,,,,
710,South Africa,...,...,...,...,...,...,...,...,...,...,...,...,6079.600098,7285,9033.599609,69441,...,85054,17468,64042.89844,5741302,4589600.5,272064,3444324,,,,,,,,,,,,,,11,11,12,,,13,14,15,,,
724,Spain,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1618549,...,1612927,...,1658969,...,1570261,...,,,,,,,,,,,,,,,,,,,,,,,,
275,State of Palestine,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0,0,...,0,...,0,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
752,Sweden,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,245358,...,454933,...,411036,...,385016,...,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,...,...,153818,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,360000,...,...,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,12000,...,...,...,...,...,14000,14000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16,,,,,,16,16,,,,,,,,,,,,,,,,
792,Turkey,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,200627,...,555754,...,437731,...,696322,...,,,,,,,,,,,,,,,,,,,,,,,,
804,Ukraine,...,1576898,1357802,1559630,1497810,1070461.25,1280924,2170048,1310757,802010,689365,811305,789994,995424,894834,794407,642392,597529,541356,439049,327134,314543,337658,305545,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,0,10515,52971.64844,37124.04688,...,...,,,,,,,,,,,,,,,,,,,17,17,17,,,
826,United Kingdom of Great Britain and Northern Ireland,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,254814,...,513590,...,674066,...,751742,...,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,0.200000003,...,...,...,...,...,...,...,...,...,0.5,0.620000005,0.620000005,0.689999998,0.75,0.75,0.800000012,0.800000012,0.870000005,0.870000005,1,1,...,...,18,,,,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,,
894,Zambia,...,...,...,...,...,...,10000,...,...,...,...,25000,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,19,,,,,19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
