CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
392,Japan,50257,51132,50903,51268,51800,52224,52908,53098,53605,53699,54833,54681,54199,54271,53376,52720,52024,50816,48106,46252,45359,45430,45234,44874,44317,43981,43170,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2358.899902,2309.5,...,3863.87207,...,2069.111084,2024.832031,2242.967041,2566.300049,2785.100098,3458,...,...,,,,,,,,,,,,,,,,,,,,,28,28,28,28,28,28,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2091.899902,2401.199951,3351.800049,3411.899902,3928.300049,3784.699951,3919,3588.300049,3547.699951,3446.300049,3235.5,2942.699951,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,274.4306946,330.9810181,281.9891968,459.9976196,459.8789063,,,,,,,,,,,,,,,,,,,,,,,,29,29,29,29,29
414,Kuwait,...,...,...,...,...,...,...,...,...,...,4204,5272,6076,5070,5417,5948,10203,8947,9070,8382,9185,11248,10422,11787,14176,12639,14135,18398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Kyrgyzstan,2753,...,...,...,...,1512,1319,1512,1194,1313,1302,1377,1272,1242,1602,1383.699951,1544.5,1658.599976,2521.399902,6641.899902,1114.662598,1173.770752,980.3621826,1174.366089,994.8483887,1113.27063,1230,1403.800049,30,,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,"30,31","30,31",30,30,30,30,30,30,30,30
428,Latvia,...,...,...,...,...,657,650,621,597,613,642,713,793,695,720,716,760,861,752,753,680,721,658,704,726,798,802,851,,,,,,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,
422,Lebanon,...,...,...,...,...,...,...,...,...,...,...,1438,...,...,1580,...,...,...,...,1720,...,...,1940,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Liechtenstein,25.9858017,...,...,...,...,24.41423035,24.93952179,25.54545784,26.3361721,32.27088165,36.44567108,35.31124115,36.08283997,36.79795837,36.21276855,40.06207275,38.91026688,39.90703583,37.94576263,35.44781876,32.79924393,35.89592743,35.13679886,33.28115845,31.36246681,32.38197327,32.66966248,33.57504654,32,,,,,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
440,Lithuania,...,...,...,...,...,1546,1445,1510,1578,1236,1276,1313,1395,1328,1260,1287,1326,1354,1369,1206,1253,1339,1330,1280,1270,1300,1272,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Luxembourg,...,...,...,...,...,240,242,253,266,278,285,285,291,306,311,313,323,333,341,338,344,345,346,335,348,346,355,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
450,Madagascar,...,...,...,...,...,...,...,...,...,...,...,...,...,...,341.2999878,...,...,419.3850098,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,33,,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,...,...,...,...,...,6377.23877,6726.504883,7094.899902,7483.470703,7893.323242,8325.62207,8781.59668,9262.543945,9769.832031,10304.90234,10869.27832,11464.5625,12602.25,12902.75977,13114.05957,13318.01953,13509.08984,13672.25,,,,,,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,35
462,Maldives,5.760000229,...,...,...,...,6.53000021,...,...,...,8.949999809,9.579999924,...,136.1439972,96.02100372,109.4769974,113.9039993,224.3419952,228.4080048,231.9550018,231.8589935,222.4799957,210.3659973,210.7220001,440.3150024,325.4100037,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,...,...,...,...,...,146,156,167,177,181,208,212,214,231,250,252,253,266,276,268,249,245,248,247,257,270,270,283,,,,,,6,6,6,6,,,,,,,,,,,,,,,,,,,
584,Marshall Islands,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,...,...,218.3999939,...,245.6000061,...,...,...,...,...,211.5639954,196.2059937,180.8480072,189.173996,197.4989929,196.0039978,194.5090027,193.0169983,191.5249939,...,...,,,,,,,,,,,,,,,,,,,6,,6,,6,,6,,,
480,Mauritius,...,...,...,...,...,...,...,...,...,...,253.1699982,298.730011,332.4200134,359.4599915,371.8900146,376.2600098,407.0390015,395.875,408.4899902,427.9389954,427.802002,419.696991,422.7109985,449.1919861,458.5119934,486.4549866,483.0029907,496.7290039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,...,21062,21968,28090,29472,30510,31959,29272,30550,30952,30733,31489,32174,32916,34604,35405,36135,36865,37595,38325,40059,41062,42103,...,...,...,...,...,,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,...,...,...,...,...,47.60000229,49.34999847,44.7100029,41.02000046,36.68999863,38.92000198,39.56000137,40.21999741,40.04000092,39.93999863,39.86000061,39.54000092,41.10000229,40.72700119,36.68999863,38.86899948,43.94661713,45.52000046,30.81100082,30.71500015,30.83200073,30.48399925,30.9829998,,,,,,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,,,,,,,,
499,Montenegro,414.6839905,...,...,...,...,839.072998,...,...,...,...,...,...,677.710022,...,...,...,304.0379944,493.1600037,382.0289917,349.3959961,329.6099854,297.428009,279.6669922,...,...,...,...,...,,,,,,,,,,,,,,,,,37,38,39,,,,,,,,,
504,Morocco,...,...,...,...,...,...,...,...,...,...,6500,...,...,...,...,...,...,...,...,...,...,...,...,...,5667.960938,5817.115234,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Nepal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.281780005,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,...,...,...,...,...,8337,8565,8986,9069,9205,9529,9550,9684,9504,9746,9769,9761,9922,9868,9738,9484,9479,9203,8840,8894,8866,8858,8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,New Zealand,3330,...,...,...,...,3180,...,...,...,...,...,...,3022,3075,3186,...,3156,...,...,...,2532,2512,2514,2684,2931,3221,3405,3481,16,,,,,16,,,,,,,16,16,16,,16,,,,40,16,16,16,16,16,16,16
562,Niger,...,...,...,...,...,...,...,...,6750,7500,7875,8250,8625,9000,9375,9750,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,573,...,...,714,726,721,735,786,793,765,786,797,714,,,,,,,,,,,,,,,,,,,6,,6,,,,,,,
578,Norway,...,...,...,...,...,2722,2761,2721,2858,2650,2755,1629,1780,1836,1903,1968,2140,2312,2324,2269,2295,2403,2392,2518,2175,2187,3946,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,264.7876587,279.6396179,306.1523743,343.8055115,321.731842,353.9862976,372.7044678,369.7645264,382.493103,393.4064636,383.009552,396.6608276,514.7371826,497.2740784,553.5515137,634.0061035,674.4047241,670.1113281,677.4169922,687.007019,701.6229858,...,...,,,,,,41,41,41,41,41,,,,,,,,,,,,,,,,,,
604,Peru,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6083.357422,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
616,Poland,...,...,...,...,...,10985,11621,12183,11827,12317,12226,11109,10509,9925,9759,12169,12235,12264,12194,12053,12032,12129,12084,11295,10330,10863,11654,11969,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6
620,Portugal,...,...,...,...,...,3529,3740,4013,4198,4427,4705,4709,4595,4693,4665,4745,4898,4967,5472,5496,5457,5178,4766,4598,4710,4769,4897,5012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2510.610107,2739.759033,2619.167969,2593.685059,2546.608887,2762.85083,2839.822998,3398.086426,3750.037842,4064.49292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
