CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
300,Greece,...,...,...,...,...,...,...,...,...,...,556.0999756,537.2000122,540.7999878,607.7999878,622.5,643.2000122,643,625.5999756,...,...,...,1178.400024,1177.359985,1178.25,1181.219971,1182.140015,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Guadeloupe,...,...,...,...,...,...,...,...,36.40999985,36.40999985,...,33,...,...,31,...,...,...,...,...,...,...,43.5897522,44.26873016,37.81716156,35.72986984,...,...,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,,
324,Guinea,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25.29999924,27.05999947,29.70000076,65.16000366,68.09999847,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Guyana,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,911.0999756,...,926.0999756,810.5999756,665.4000244,661.5999756,581.5,560.4000244,549.7999878,536,560.0999756,535,546.2999878,560.5999756,532.7999878,512.9000244,...,...,492,482,455,454,452,436.0969849,427.5409851,443.3890076,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Iceland,...,...,65,65,62,62,62,62,63,64,65,66,67,67,67,67,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Indonesia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2144,2353.226074,3789.095947,2194.52002,2410.899902,2312.699951,2438.600098,2742.399902,2968.600098,...,...,...,...,...,,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,,,,,
364,Iran (Islamic Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...,3635,3811,3994,4161,4376,4609,4794,4701,4866,5149,5276,5406,5452,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
368,Iraq,...,...,...,...,...,499,494,491,616,598,556,636,767,826,1893,2007,1850,2369,2740,3377,3380,3594,4115,4396,4259,3745,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Ireland,...,...,...,...,470,...,...,...,...,...,...,...,...,...,...,...,...,609,...,...,...,669,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Israel,1804,...,...,...,...,1983,...,...,...,...,1924,1800,1809,1860,1954,1961,2152.776611,2279.629883,2204.629883,1811,1919,1831,1902,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Italy,5796.700195,...,...,...,...,...,...,...,...,5652.600098,...,...,...,...,...,5369.200195,...,...,5533.399902,...,...,...,5232.200195,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Jamaica,...,...,...,...,...,...,80,...,...,...,89,94,95,96,95,94,92.59999847,92,92.5,92.19999695,98.40000153,103.1999969,94.30000305,94.30000305,82.80000305,83.59999847,86.40000153,86.80000305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,88906,...,...,...,...,88882,...,...,...,...,86972,85489,84648,83894,83538,83427,83106,82980,82400,81455,81467,80473,80500,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Jordan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,160.8956909,162.539978,172.5010986,180.9393005,193.9319458,194.6607056,196.934433,198.1199951,205.9199982,214.2799988,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,...,...,...,...,831,811,890,1007,1008,977,993,1020,1048,1094,1106,1086,1113,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Kuwait,181.8000031,...,...,...,...,235.1000061,...,...,...,...,386.651886,400.0253906,427.7723999,448.1867065,420.5100098,444.3800049,454.7099915,482.0599976,519.7399902,537.3300171,560.6400146,585.5200195,597.7700195,602.2199707,617.2700195,639.6400146,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Kyrgyzstan,8993,...,...,...,...,6942,6871,6174,6420,5251,4976,5754,5416,4560,4542,4485,4533,5547,5315,4730,6209.200195,6756.899902,10610.74707,5072.57373,4767.995117,5224.465332,4669,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Latvia,...,...,...,...,...,...,...,...,385.2000122,352.2999878,294.7999878,302.3999939,308.3999939,321.7000122,288.5,266,241.6000061,248.5,...,...,75.09799957,127.3659973,82.33899689,78.93399811,74.35299683,73.79000092,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Lebanon,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,326,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,21,,,,,,,,,
440,Lithuania,...,...,...,...,...,...,...,...,...,...,...,...,58.09999847,96.40000153,84.90000153,...,...,...,107.9000015,101.0999985,99.69999695,100.1650009,98.21399689,100.2300034,102.5469971,101.1610031,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Madagascar,...,...,...,...,...,65.55000305,...,69.26689911,...,73,77.51000214,75.58999634,...,...,76.13999939,77.26000214,...,101,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Malawi,14.31999969,...,...,...,...,18.20999908,17.84000015,17.69000053,17.60000038,17.42000008,16.32999992,17.57999992,17.57999992,18.80999947,15.73999977,27.22999954,24.52000046,24.87000084,23.54999924,24.52000046,24.75,25.11000061,25.87000084,26.20000076,24.68000031,24.30999947,25.94000053,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
